@RELATION bird_calls
@ATTRIBUTE frame_number NUMERIC
@ATTRIBUTE mfcc0 NUMERIC
@ATTRIBUTE mfcc1 NUMERIC
@ATTRIBUTE mfcc2 NUMERIC
@ATTRIBUTE mfcc3 NUMERIC
@ATTRIBUTE mfcc4 NUMERIC
@ATTRIBUTE mfcc5 NUMERIC
@ATTRIBUTE mfcc6 NUMERIC
@ATTRIBUTE mfcc7 NUMERIC
@ATTRIBUTE mfcc8 NUMERIC
@ATTRIBUTE mfcc9 NUMERIC
@ATTRIBUTE mfcc10 NUMERIC
@ATTRIBUTE mfcc11 NUMERIC
@ATTRIBUTE mfcc12 NUMERIC
@ATTRIBUTE energy NUMERIC
@ATTRIBUTE variation NUMERIC
@ATTRIBUTE flux NUMERIC
@ATTRIBUTE zcr NUMERIC
@ATTRIBUTE flatness NUMERIC
@ATTRIBUTE spectral_stats0 NUMERIC
@ATTRIBUTE spectral_stats1 NUMERIC
@ATTRIBUTE spectral_stats2 NUMERIC
@ATTRIBUTE spectral_stats3 NUMERIC
@ATTRIBUTE rolloff NUMERIC
@ATTRIBUTE class {crow}
@DATA
12,-0.592612126049,-2.63962977468,-1.72404552651,-0.308879613364,0.291281541839,-0.318576972764,-0.697196127125,-0.959203395034,0.330775702348,0.0310840474645,0.95372357423,1.12004920022,0.425090957504,7736.09022774,0.053288908959,0.133217670618,0.0712890625,0.158425638593,65.3825626138,67.8516563211,3.20427646048,2.72454174743,5211.03515625,crow
13,-0.864616571344,-2.75527802178,-1.75701599605,-0.468141053253,0.0636711044392,-0.538707275953,-0.857668737647,-0.981494872747,0.39971464759,0.0802463421792,1.09453088774,1.27517944702,0.559164336778,7783.51960073,0.0350987611308,0.0742241820546,0.076171875,0.149460507664,66.3858820675,67.7336484924,3.18606487531,2.18374554068,5555.56640625,crow
14,-0.916442271774,-2.63816198911,-1.50789305945,-0.369902869974,0.225416045983,-0.369917942922,-0.764232847211,-1.12323553518,0.150083346554,-0.145455648539,0.930147353039,1.23503792801,0.536540461041,8198.98781517,0.0568379934922,0.115278071444,0.078125,0.142175733522,67.4326616938,66.1468245696,3.1287975703,0.814786787182,5426.3671875,crow
15,-1.04454008998,-2.77294899398,-1.65675980971,-0.363765714586,0.0434730649011,-0.535403262377,-0.803075024731,-1.05319720849,0.168679087023,0.0744775935227,0.881522108349,1.18820000458,0.609971930238,7844.30436543,0.0493796561723,0.154417589828,0.0771484375,0.176035602273,71.1906960826,70.984457974,2.98265890549,-0.371669146136,5383.30078125,crow
16,-0.441178966047,-2.75321924102,-1.4888460965,-0.118117712979,0.181769126129,-0.431179240975,-0.573529984649,-0.94456926715,0.218525500882,0.0048985299617,0.802754641048,0.879841577617,0.422855722503,7297.76261792,0.0979594661096,0.197029387052,0.0732421875,0.167622053604,67.5156467169,70.9449448388,3.27646416467,3.0674519246,5383.30078125,crow
17,-0.435660921594,-2.85312106466,-1.74577002244,-0.263927086774,0.200016915315,-0.453154736891,-0.879837071079,-1.01736894425,0.258756493249,-0.143789721533,0.743398842411,0.857007578534,0.223246127547,7166.43026051,0.0846247263875,0.195479866424,0.068359375,0.150527222407,64.1378854618,66.5454874935,3.34786152009,3.66416263933,5297.16796875,crow
18,-0.423333596109,-2.85662431302,-1.46918601777,-0.408124255176,0.157837002347,-0.320748795969,-0.852612806949,-1.17063090602,0.124865540443,-0.0989144234618,0.653068724514,0.965464060173,0.469859389063,7084.40361478,0.080960953859,0.168154025068,0.0703125,0.164070383935,66.3212341142,69.8793626911,3.24117623523,2.7650249674,5297.16796875,crow
19,-0.73432215557,-2.77881598904,-1.7154944587,-0.385613846461,0.0714475121291,-0.745481367672,-1.06764204247,-1.24735491902,0.120455604766,0.074601570596,0.907980444788,0.946114732154,0.343114233704,7160.31374295,0.042408993643,0.0849689186709,0.0712890625,0.161869796104,67.2474775003,69.0233084939,3.12560289969,1.76647114575,5426.3671875,crow
20,-0.289998974839,-2.74722738195,-1.64693838235,-0.320022821677,0.165434849444,-0.734129880616,-0.81320532069,-1.17051751964,0.181791458772,-0.183705607581,0.746498615039,0.884209953821,0.341332647945,6561.72820261,0.115057800478,0.235078729542,0.0634765625,0.17038140118,67.2606285382,71.973559238,3.22963229049,3.04132518698,5254.1015625,crow
21,-0.224978105535,-2.613771696,-1.41115948682,-0.10959848706,0.302606574525,-0.55159487589,-0.807457146653,-1.33971915787,0.104952114763,-0.201069802754,0.740678297929,0.666106988956,0.172047267837,6385.92494906,0.140732660755,0.285761846692,0.0673828125,0.168290380076,66.9995344696,71.7500926907,3.22573856929,3.00019289184,5254.1015625,crow
22,0.104362825247,-2.61239591815,-1.76232707003,-0.472357146593,0.238233329854,-0.543522655105,-0.805594500127,-1.23595571388,0.0352795856065,-0.29012476411,0.284966316752,0.420834254664,0.0827363086744,7045.12794211,0.152331175424,0.307831479573,0.0703125,0.175264150591,64.7516965635,73.7303402971,3.29558729411,4.72719919886,4823.4375,crow
23,-0.617592229518,-2.79762606071,-1.65516580538,-0.801670789453,-0.320475506524,-0.895772479683,-0.927996707516,-1.47709039762,-0.0722449872382,-0.25631247802,0.405354063268,0.347547928639,-0.0687273552538,6334.2585418,0.243191482702,0.64143470883,0.0732421875,0.183947100692,71.4245035098,73.5811035587,3.1124215058,1.16002786925,5297.16796875,crow
24,-0.018709589344,-2.40625127559,-1.79104483483,-0.361527369587,0.246892336747,-0.736721629355,-0.641539009021,-1.23937346677,0.0335301565169,-0.184820889354,0.632073125835,0.680786326056,0.30994779057,5911.4526198,0.134646867267,0.28100160052,0.0771484375,0.180895482371,69.6990575546,75.4453449961,3.02481141871,1.78337412186,5469.43359375,crow
25,-0.317408172783,-2.78036143056,-1.93278701242,-0.272908847631,0.35550790694,-0.805670411352,-0.862505956892,-1.25846453278,0.0967881591405,-0.0202846965486,0.711779527816,0.665883519493,0.236710882296,6447.32500626,0.124431529709,0.368106543796,0.0703125,0.168719539506,65.0786693086,72.6201879695,3.27541241078,4.19656680638,4952.63671875,crow
26,0.150694007621,-2.44398425089,-1.78791112998,-0.334737878977,0.420138427902,-0.568418965683,-0.69197375125,-1.28182643058,-0.0621560951319,-0.231651876623,0.264332278177,0.321235167042,-0.241262298664,6334.20095685,0.122992855013,0.274537819306,0.0732421875,0.182636042009,65.5281002255,75.1762509277,3.21136609824,4.05582029456,4823.4375,crow
27,0.157106385177,-2.31386027296,-1.54123280829,-0.437428847934,0.483011444812,-0.540043479696,-0.642507112682,-0.965839528392,0.210020191634,-0.267027829805,0.371137138637,0.493689762028,-0.120735602813,6703.52501786,0.212650403789,0.476288197892,0.076171875,0.186758751378,68.7170411845,77.2275954847,3.20859843344,3.58978054939,5081.8359375,crow
28,0.0516334819434,-2.46486992214,-1.71719452942,-0.442717061128,0.444323077758,-0.721920073154,-0.840866774468,-1.16420749415,0.0665492729957,-0.0943218282518,0.439240858357,0.54214268127,-0.109171347304,7035.85296925,0.089266235999,0.191475097968,0.0712890625,0.175984942735,66.7324011087,74.2722440951,3.22062868912,3.6329776065,4995.703125,crow
29,0.151924490271,-2.41883907476,-1.79104425596,-0.38131195887,0.421706830937,-0.692524316432,-0.724079298302,-1.19744701315,0.0358228454536,-0.0754954424419,0.641592066588,0.478106074978,-0.124362053369,6004.00918381,0.0374080357508,0.112884320133,0.0693359375,0.16493656416,64.2520681604,71.4279276617,3.24168844217,4.12325178707,4866.50390625,crow
30,0.248759580518,-2.33922526678,-1.83519695504,-0.27690620296,0.68076904453,-0.584397395361,-0.725965920224,-0.981265749368,0.152168991328,-0.0576761505149,0.454413395144,0.576349054658,-0.0041339286676,6090.57352362,0.0493423349283,0.098737797905,0.072265625,0.171293969625,64.6206244408,74.0627951622,3.30490079422,5.01500511497,4823.4375,crow
